No#,DESCRIPCION ,DESCRIPCION EXTENDIDA,MARCA,MODELO,  No# SERIE,FAMILIA,COD CDA,FACTURA,PROVEEDOR,F# ADQ,V# ADQ,F# GT,UB,RESPONSABLE,EST
1363,54,PLASTICO PEQUEÑAS,147,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1364,54,PLASTICO PEQUEÑAS,147,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1365,303,AZUL-CAUCHO,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1366,304,AMARILLO-CAUCHO,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1367,303,AMARILLO-CAUCHO,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1368,304,LILA-CAUCHO,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1369,303,LILA-CAUCHO,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1370,305,2 EN 1 BLANCO-PLASTICO,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1371,305,2 EN 1 BLANCO-PLASTICO,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1372,318,PARA YESO CELESTE,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1373,325,CURVA-ACERO,112,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,R
1374,141,CON FILO MANGO MADERA,156,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,R
1375,5,ROJO,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1376,139,DE YESO MANGO MADERA-GRANDE,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,R
1377,42,REDONDA,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1378,264,BLANCA-PEQUEÑA,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,N
1379,59,METALICA PERFORADA,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1380,278,METALICA,86,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1381,230,METALICO TLASK GLOW,178,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1382,324,CORTA YESO,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1383,33,BRONCE,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1384,33,DE ACRILICO PLASTICO MORADO,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1385,142,MANGO MADERA,45,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1386,142,MANGO MADERA,45,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1387,110,CAJA 6 UNIDADES AZUL,157,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1388,71,MANGA VERDE,157,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1389,82,MANGO ROJO,166,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1390,109,AMARILLO PEQUEÑO,157,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1391,148,ROJO FINO,159,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1392,148,AMARILLO ANCHO,157,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1393,148,NARANJA FINO,157,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,M
1393,148,AZUL ANCHO,157,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1394,167,CURVA  ,81,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1395,166,X6M AMARILLOS,166,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1396,109,AZUL - 1/4x6,157,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1397,197,AMARILLA-GRANDE,125,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1398,258,MANGO ROJO,157,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1399,200,METALICA,166,146,87-432,1,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1400,213,MANGO MADERA,182,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1401,313,GRANDE PLOMO AZUL,102,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1402,313,PEQUEÑO CELESTE,143,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1403,119,PLASTICO,63,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1404,117,PLASTICO,78,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1405,198,NEGRA-AMARILLA,157,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,R
1406,61,PEQUEÑA BEIGE,72,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1407,297,HIERRO,16,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1408,129,BLANCO TAPA AZUL,157,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1409,129,BLANCO TAPA AZUL,157,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1410,129,BLANCO TAPA AZUL,157,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1411,129,BLANCO TAPA AZUL,157,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1412,128,BLANCOS TAPA ROJA,157,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1413,128,BLANCOS TAPA ROJA,157,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1414,128,BLANCOS TAPA ROJA,157,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1415,280,HIERRO,121,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1416,199,# 11-1 CROMO VANADI O,53,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1417,199,#12-12,53,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1418,199,#13-13 LLAVE GRANDE,157,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1419,199,#13-13 LLAVE PEQUEÑA,157,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1420,199,#7/16-3/8 METALICA,191,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1421,199,# 14-14 METALICA,53,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1422,89,MARCO DE MADERA,157,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1423,66,BLANCA RECTANGULAR,157,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1424,66,BLANCA RECTANGULAR,157,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1425,75,ROJO,157,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1426,70,LAVA MANOS,157,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1427,171,PROTESIS DENTAURUM,157,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
